软件名称,软件版本,依赖软件数,开发商,官网地址
openEuler:ntpstat,0.6-2.oe2203,0,openEuler,https://www.openeuler.org
openEuler:numactl,2.0.14-2.oe2203,0,openEuler,https://openeuler.org
openEuler:numpy,1.21.4-3.oe2203,0,openEuler,https://www.openeuler.org
openEuler:oddjob,0.34.7-1.oe2203,0,openEuler,https://openeuler.org
openEuler:open-iscsi,2.1.5-7.oe2203,0,openEuler,https://www.openeuler.org/zh/
openEuler:open-isns,0.101-1.oe2203,0,openEuler,https://www.openeuler.org/zh/
openEuler:openblas,0.3.18-3.oe2203,0,openEuler,https://www.openeuler.org
openEuler:openEuler-rpm-config,30-23.oe2203,0,openEuler,https://openeuler.org
openEuler:OpenIPMI,2.0.31-1.oe2203,0,openEuler,https://www.openeuler.org
openEuler:openjpeg2,2.4.0-4.oe2203,0,openEuler,https://www.openeuler.org
openEuler:openldap,2.6.0-2.oe2203,0,openEuler,https://www.openeuler.org
openEuler:openssh,8.8p1-2.oe2203,0,openEuler,https://www.openeuler.org
openEuler:openssl,1.1.1m-1.oe2203,0,openEuler,https://www.openeuler.org
openEuler:openssl-pkcs11,0.4.11-5.oe2203,0,openEuler,https://www.openeuler.org
openEuler:opus,1.3.1-3.oe2203,0,openEuler,https://openeuler.org
openEuler:orc,0.4.32-1.oe2203,0,openEuler,https://openeuler.org
openEuler:os-prober,1.79-1.oe2203,0,openEuler,https://openeuler.org
openEuler:ostree,2021.6-1.oe2203,0,openEuler,https://openeuler.org
openEuler:p11-kit,0.24.0-1.oe2203,0,openEuler,https://www.openeuler.org
openEuler:pam,1.5.2-2.oe2203,0,openEuler,https://www.openeuler.org
openEuler:pam_krb5,2.4.13-13.oe2203,0,openEuler,https://www.openeuler.org
openEuler:pango,1.49.3-2.oe2203,0,openEuler,https://www.openeuler.org
openEuler:parted,3.4-3.oe2203,0,openEuler,https://www.openeuler.org/zh/
openEuler:passwd,0.80-9.oe2203,0,openEuler,https://www.openeuler.org
openEuler:patch,2.7.6-12.oe2203,0,openEuler,https://openeuler.org
openEuler:pciutils,3.7.0-2.oe2203,0,openEuler,https://www.openeuler.org/zh/
openEuler:pcre,8.45-1.oe2203,0,openEuler,https://openeuler.org
openEuler:pcre2,10.39-1.oe2203,0,openEuler,https://openeuler.org
openEuler:pcsc-lite,1.9.4-1.oe2203,0,openEuler,https://www.openeuler.org/zh/
openEuler:perl,5.34.0-3.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-Algorithm-Diff,1.201-1.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-Archive-Tar,2.40-1.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-autodie,2.34-2.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-B-Debug,1.26-5.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-bignum,0.63-1.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-Business-ISBN,3.006-1.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-Business-ISBN-Data,20210112.006-1.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-Carp,1.50-418.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-Class-Inspector,1.36-1.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-Compress-Raw-Bzip2,2.101-1.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-Compress-Raw-Zlib,2.101-1.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-Config-IniFiles,3.000003-1.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-Config-Perl-V,0.33-1.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-constant,1.33-421.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-CPAN-Meta,2.150010-419.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-CPAN-Meta-Requirements,2.140-419.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-CPAN-Meta-YAML,0.018-420.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-Data-Dump,1.25-1.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-Data-Dumper,2.183-1.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-DBD-SQLite,1.70-1.oe2203,0,openEuler,https://www.openeuler.org/zh/
openEuler:perl-DBI,1.643-2.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-Devel-PPPort,3.63-1.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-Digest,1.20-1.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-Digest-HMAC,1.04-1.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-Digest-MD5,2.58-1.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-Digest-SHA,6.02-7.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-Encode,3.16-2.oe2203,0,openEuler,https://www.openeuler.org
openEuler:perl-Encode-Locale,1.05-12.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-Env,1.04-397.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-Error,0.17029-2.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-experimental,0.025-1.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-Exporter,5.74-1.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-Exporter-Tiny,1.002002-1.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-ExtUtils-Install,2.20-1.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-ExtUtils-MakeMaker,7.62-1.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-ExtUtils-Manifest,1.73-1.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-ExtUtils-ParseXS,3.35-1.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-File-Fetch,1.00-1.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-File-HomeDir,1.006-2.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-File-Listing,6.14-1.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-File-Path,2.18-1.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-File-ShareDir,1.118-1.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-File-Temp,0.2311-2.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-File-Which,1.27-1.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-Filter,1.60-3.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-Filter-Simple,0.94-1.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-GD,2.73-1.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-GD-Barcode,1.15-30.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-Getopt-Long,2.52-1.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-HTML-Parser,3.76-1.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-HTML-Tagset,3.20-37.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-HTTP-Cookies,6.10-1.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-HTTP-Daemon,6.12-1.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-HTTP-Date,6.05-1.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-HTTP-Message,6.35-1.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-HTTP-Negotiate,6.01-22.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-HTTP-Tiny,0.080-1.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-IO-Compress,2.101-2.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-IO-HTML,1.004-1.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-IO-Socket-IP,0.41-2.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-IO-Socket-SSL,2.072-1.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-IO-stringy,2.113-1.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-IPC-Cmd,1.04-4.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-IPC-System-Simple,1.30-2.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-IPC-SysV,2.09-1.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-JSON-PP,4.06-1.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-libintl-perl,1.31-2.oe2203,0,openEuler,https://www.openeuler.org
openEuler:perl-libnet,3.13-1.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-libwww-perl,6.58-1.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-List-MoreUtils,0.430-1.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-List-MoreUtils-XS,0.430-1.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-Locale-Codes,3.68-1.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-Locale-Maketext,1.29-1.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-LWP-MediaTypes,6.04-3.oe2203,0,openEuler,https://www.openeuler.org
openEuler:perl-Math-BigInt,1.9998.27-1.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-Math-BigInt-FastCalc,0.5012-2.oe2203,0,openEuler,https://www.openeuler.org
openEuler:perl-Math-BigRat,0.2620-1.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-MIME-Base64,3.16-1.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-Module-CoreList,5.20211020-1.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-Module-Load,0.36-1.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-Module-Load-Conditional,0.74-1.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-Module-Metadata,1.000037-1.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-Mozilla-CA,20211001-1.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-Net-Daemon,0.49-1.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-Net-HTTP,6.21-1.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-Net-LibIDN,0.12-33.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-Net-SSLeay,1.90-1.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-NTLM,1.09-20.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-Params-Check,0.38-418.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-parent,0.238-1.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-PathTools,3.80-1.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-Perl-OSType,1.010-421.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-perlfaq,5.20210520-1.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-PerlIO-via-QuotedPrint,0.09-1.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-Pod-Checker,1.74-1.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-Pod-Escapes,1.07-420.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-Pod-Parser,1.63-398.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-Pod-Perldoc,3.28-4.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-Pod-Simple,3.43-1.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-Pod-Usage,2.01-2.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-podlators,4.14-1.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-Scalar-List-Utils,1.60-1.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-Socket,2.032-1.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-Storable,3.25-1.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-Switch,2.17-13.oe1,0,openEuler,https://openeuler.org
openEuler:perl-Sys-Syslog,0.36-1.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-Term-ANSIColor,5.01-1.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-Term-Cap,1.17-510.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-TermReadKey,2.38-2.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-Test-Harness,3.42-2.oe2203,0,openEuler,https://www.openeuler.org
openEuler:perl-Test-Simple,1.302188-1.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-Text-Balanced,2.04-1.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-Text-Diff,1.45-7.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-Text-ParseWords,3.30-419.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-Text-Tabs+Wrap,2021.0814-1.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-Text-Unidecode,1.30-8.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-Thread-Queue,3.13-3.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-threads,2.26-1.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-threads-shared,1.62-1.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-Time-HiRes,1.9767-2.oe2203,0,openEuler,https://www.openeuler.org
openEuler:perl-Time-Local,1.300-1.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-TimeDate,2.33-2.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-Try-Tiny,0.31-1.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-Unicode-Collate,1.31-1.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-Unicode-EastAsianWidth,12.0-1.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-Unicode-Normalize,1.28-1.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-URI,5.10-1.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-version,0.99.29-1.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-WWW-RobotRules,6.02-21.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-XML-LibXML,2.0207-1.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-XML-NamespaceSupport,1.12-7.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-XML-Parser,2.46-1.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-XML-SAX,1.02-1.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-XML-SAX-Base,1.09-7.oe2203,0,openEuler,https://openeuler.org
openEuler:perl-XML-Simple,2.25-4.oe1,0,openEuler,https://openeuler.org
openEuler:perl-XML-Writer,0.900-1.oe2203,0,openEuler,https://openeuler.org
openEuler:pigz,2.6-1.oe2203,0,openEuler,https://www.openeuler.org
openEuler:pinentry,1.1.1-2.oe2203,0,openEuler,https://www.openeuler.org
openEuler:pixman,0.40.0-1.oe2203,0,openEuler,https://www.openeuler.org
openEuler:pkgconf,1.8.0-1.oe2203,0,openEuler,https://openeuler.org
openEuler:plymouth,0.9.5-3.oe2203,0,openEuler,https://www.openeuler.org
openEuler:policycoreutils,3.3-1.oe2203,0,openEuler,https://openeuler.org
openEuler:polkit,0.120-5.oe2203,0,openEuler,https://www.openeuler.org
openEuler:polkit-pkla-compat,0.1-17.oe2203,0,openEuler,https://openeuler.org
openEuler:popt,1.18-1.oe2203,0,openEuler,https://openeuler.org
openEuler:portreserve,0.0.5-22.oe2203,0,openEuler,https://www.openeuler.org
openEuler:ppp,2.4.9-1.oe2203,0,openEuler,https://www.openeuler.org
openEuler:procps-ng,3.3.17-2.oe2203,0,openEuler,https://openeuler.org
openEuler:proftpd,1.3.7c-3.oe2203,0,openEuler,https://www.openeuler.org
openEuler:protobuf,3.14.0-1.oe2203,0,openEuler,https://openeuler.org
openEuler:protobuf-c,1.4.0-1.oe2203,0,openEuler,https://www.openeuler.org
openEuler:psmisc,23.4-1.oe2203,0,openEuler,https://openeuler.org
openEuler:publicsuffix-list,20211113-1.oe2203,0,openEuler,https://openeuler.org
openEuler:pyatspi,2.38.1-1.oe2203,0,openEuler,https://www.openeuler.org
openEuler:pycairo,1.20.0-1.oe2203,0,openEuler,https://www.openeuler.org
openEuler:pygobject3,3.42.0-2.oe2203,0,openEuler,https://www.openeuler.org
openEuler:pykickstart,3.34-2.oe2203,0,openEuler,https://www.openeuler.org
openEuler:pyOpenSSL,21.0.0-1.oe2203,0,openEuler,https://www.openeuler.org
openEuler:PyPAM,0.5.0-2.oe2203,0,openEuler,https://www.openeuler.org
openEuler:pyparsing,3.0.6-1.oe2203,0,openEuler,https://www.openeuler.org
openEuler:pyparted,3.11.7-2.oe2203,0,openEuler,https://www.openeuler.org
openEuler:pyserial,3.5-1.oe2203,0,openEuler,https://www.openeuler.org
openEuler:python-appdirs,1.4.4-2.oe2203,0,openEuler,https://www.openeuler.org
openEuler:python-asn1crypto,1.4.0-1.oe2203,0,openEuler,https://www.openeuler.org
openEuler:python-attrs,20.3.0-1.oe2203,0,openEuler,https://www.openeuler.org
openEuler:python-bcrypt,3.2.0-1.oe2203,0,openEuler,https://www.openeuler.org
openEuler:python-blivet,3.4.2-1.oe2203,0,openEuler,https://www.openeuler.org
openEuler:python-cffi,1.15.0-1.oe2203,0,openEuler,https://www.openeuler.org
openEuler:python-chardet,4.0.0-1.oe2203,0,openEuler,https://www.openeuler.org
openEuler:python-charset-normalizer,2.0.8-1.oe2203,0,openEuler,https://www.openeuler.org
openEuler:python-configobj,5.0.6-17.oe2203,0,openEuler,https://www.openeuler.org/zh/
openEuler:python-cryptography,3.3.1-2.oe2203,0,openEuler,https://www.openeuler.org
openEuler:python-dasbus,1.6-1.oe2203,0,openEuler,https://www.openeuler.org
openEuler:python-dateutil,2.8.2-2.oe2203,0,openEuler,https://www.openeuler.org
openEuler:python-decorator,5.0.9-1.oe2203,0,openEuler,https://www.openeuler.org
openEuler:python-distlib,0.3.3-1.oe2203,0,openEuler,https://www.openeuler.org
openEuler:python-distro,1.6.0-1.oe2203,0,openEuler,https://www.openeuler.org
openEuler:python-dmidecode,3.12.2-20.oe2203,0,openEuler,https://www.openeuler.org
openEuler:python-dns,2.1.0-2.oe2203,0,openEuler,https://www.openeuler.org
openEuler:python-docopt,0.6.2-13.oe2203,0,openEuler,https://www.openeuler.org
openEuler:python-docutils,0.17.1-1.oe2203,0,openEuler,https://www.openeuler.org
openEuler:python-ecdsa,0.17.0-1.oe2203,0,openEuler,https://www.openeuler.org
openEuler:python-ethtool,0.15-1.oe2203,0,openEuler,https://www.openeuler.org
openEuler:python-filelock,3.0.12-2.oe2203,0,openEuler,https://www.openeuler.org
openEuler:python-funcsigs,1.0.2-14.oe2203,0,openEuler,https://www.openeuler.org
openEuler:python-idna,3.2-1.oe2203,0,openEuler,https://www.openeuler.org
openEuler:python-imagesize,1.3.0-2.oe2203,0,openEuler,https://www.openeuler.org
openEuler:python-importlib-metadata,4.8.2-1.oe2203,0,openEuler,https://www.openeuler.org
openEuler:python-iniparse,0.5-1.oe2203,0,openEuler,https://www.openeuler.org
openEuler:python-inotify,0.9.6-17.oe2203,0,openEuler,https://www.openeuler.org
openEuler:python-ipaddress,1.0.23-2.oe2203,0,openEuler,https://www.openeuler.org
openEuler:python-IPy,1.01-1.oe2203,0,openEuler,https://www.openeuler.org
openEuler:python-jinja2,3.0.3-1.oe2203,0,openEuler,https://www.openeuler.org
openEuler:python-jsonpatch,1.32-1.oe2203,0,openEuler,https://openeuler.org
openEuler:python-jsonpointer,2.2-1.oe2203,0,openEuler,https://www.openeuler.org
openEuler:python-jsonschema,3.2.0-1.oe2203,0,openEuler,https://www.openeuler.org
openEuler:python-jwt,2.3.0-1.oe2203,0,openEuler,https://www.openeuler.org
openEuler:python-kitchen,1.2.6-7.oe2203,0,openEuler,https://www.openeuler.org
openEuler:python-ldap,3.3.1-2.oe2203,0,openEuler,https://www.openeuler.org
openEuler:python-linux-procfs,0.6.3-1.oe2203,0,openEuler,https://www.openeuler.org
openEuler:python-lxml,4.7.1-2.oe2203,0,openEuler,https://www.openeuler.org
openEuler:python-markupsafe,2.0.1-2.oe2203,0,openEuler,https://www.openeuler.org
openEuler:python-meh,0.50.1-1.oe2203,0,openEuler,https://www.openeuler.org
openEuler:python-mock,4.0.3-1.oe2203,0,openEuler,https://openeuler.org
openEuler:python-netaddr,0.8.0-3.oe2203,0,openEuler,https://www.openeuler.org
openEuler:python-netifaces,0.10.9-1.oe2203,0,openEuler,https://www.openeuler.org/
openEuler:python-nose2,0.9.2-1.oe2203,0,openEuler,https://www.openeuler.org
openEuler:python-ntplib,0.3.4-3.oe2203,0,openEuler,https://www.openeuler.org
openEuler:python-oauthlib,3.1.1-1.oe2203,0,openEuler,https://openeuler.org
openEuler:python-olefile,0.46-4.oe2203,0,openEuler,https://www.openeuler.org
openEuler:python-ordered-set,4.0.2-2.oe2203,0,openEuler,https://openeuler.org
openEuler:python-packaging,21.3-1.oe2203,0,openEuler,https://openeuler.org
openEuler:python-paramiko,2.8.1-2.oe2203,0,openEuler,https://www.openeuler.org
openEuler:python-pbr,5.8.0-1.oe2203,0,openEuler,https://openeuler.org
openEuler:python-pid,3.0.4-4.oe2203,0,openEuler,https://www.openeuler.org
openEuler:python-pillow,9.0.1-1.oe2203,0,openEuler,https://www.openeuler.org
openEuler:python-pip,21.3.1-1.oe2203,0,openEuler,https://www.openeuler.org
openEuler:python-ply,3.11-2.oe2203,0,openEuler,https://www.openeuler.org
openEuler:python-prettytable,2.4.0-1.oe2203,0,openEuler,https://www.openeuler.org
openEuler:python-productmd,1.33-1.oe2203,0,openEuler,https://openeuler.org
openEuler:python-pyasn1,0.4.8-3.oe2203,0,openEuler,https://www.openeuler.org
openEuler:python-pyasn1-modules,0.2.8-1.oe2203,0,openEuler,https://www.openeuler.org
openEuler:python-pycparser,2.21-1.oe2203,0,openEuler,https://www.openeuler.org
openEuler:python-pycryptodome,3.11.0-1.oe2203,0,openEuler,https://www.openeuler.org
openEuler:python-pycurl,7.44.1-2.oe2203,0,openEuler,https://www.openeuler.org
openEuler:python-pygments,2.10.0-1.oe2203,0,openEuler,https://www.openeuler.org
openEuler:python-pynacl,1.4.0-2.oe2203,0,openEuler,https://www.openeuler.org
openEuler:python-pyrsistent,0.18.0-1.oe2203,0,openEuler,https://www.openeuler.org
openEuler:python-pysocks,1.7.1-1.oe2203,0,openEuler,https://www.openeuler.org
openEuler:python-pyudev,0.22.0-2.oe2203,0,openEuler,https://www.openeuler.org
openEuler:python-requests,2.26.0-5.oe2203,0,openEuler,https://www.openeuler.org
openEuler:python-requests-file,1.5.1-3.oe2203,0,openEuler,https://www.openeuler.org
openEuler:python-requests-ftp,0.3.1-17.oe2203,0,openEuler,https://www.openeuler.org
openEuler:python-rpm-generators,9-2.oe2203,0,openEuler,https://www.openeuler.org
openEuler:python-rtslib,2.1.74-1.oe2203,0,openEuler,https://www.openeuler.org/zh/
openEuler:python-setuptools,59.4.0-3.oe2203,0,openEuler,https://www.openeuler.org
openEuler:python-simpleline,1.9.0-1.oe2203,0,openEuler,https://www.openeuler.org
openEuler:python-six,1.16.0-1.oe2203,0,openEuler,https://www.openeuler.org
openEuler:python-slip,0.6.5-5.oe2203,0,openEuler,https://www.openeuler.org
openEuler:python-snowballstemmer,2.2.0-2.oe2203,0,openEuler,https://www.openeuler.org
openEuler:python-sphinx,4.3.1-3.oe2203,0,openEuler,https://www.openeuler.org
